destination,number_of_days,number_of_people,travel_mode,travel_type,destination_count,estimated_food_cost,actual_food_cost,estimated_total_cost,actual_total_cost,source_role,trip_id,created_at_utc
dubai,9,7,bus,family,1,36180.07,46197.1,456397.46,444194.66,traveler,2814,2024-01-14T16:11:00+00:00
singapore,11,8,bus,friends,1,48799.8,47240.57,750084.31,688928.49,traveler,2815,2024-01-14T16:18:00+00:00
tokyo,3,7,train,family,2,13011.99,10254.7,327272.24,357429.5,agent,2816,2024-01-14T16:25:00+00:00
bali,3,1,bus,solo,2,2417.0,2188.06,28212.3,30097.21,traveler,2817,2024-01-14T16:32:00+00:00
tokyo,5,4,flight,friends,1,12067.99,14898.53,398153.45,440316.12,agent,2818,2024-01-14T16:39:00+00:00
mumbai,3,1,flight,solo,1,2554.74,2771.61,8933.17,9326.75,traveler,2819,2024-01-14T16:46:00+00:00
tokyo,3,7,bus,friends,2,8713.71,11297.05,284592.19,281194.32,traveler,2820,2024-01-14T16:53:00+00:00
jaipur,7,6,train,family,1,21659.97,21956.61,64653.27,60677.64,traveler,2821,2024-01-14T17:00:00+00:00
jaipur,12,6,bus,family,1,36739.04,40084.97,90164.08,100024.04,traveler,2822,2024-01-14T17:07:00+00:00
delhi,8,4,bus,friends,1,16659.58,20198.96,44133.87,47736.75,traveler,2823,2024-01-14T17:14:00+00:00
dubai,3,8,bus,family,1,12552.92,10464.94,196716.41,230791.64,agent,2824,2024-01-14T17:21:00+00:00
goa,8,4,train,family,1,21992.18,26496.05,75017.04,87337.57,traveler,2825,2024-01-14T17:28:00+00:00
paris,9,8,bus,friends,1,41861.11,33726.48,952614.73,1011544.18,agent,2826,2024-01-14T17:35:00+00:00
new york,3,8,flight,family,1,25056.95,19738.6,468571.2,451892.62,agent,2827,2024-01-14T17:42:00+00:00
singapore,10,5,train,family,2,43892.05,44140.68,512642.39,477829.88,agent,2828,2024-01-14T17:49:00+00:00
manali,12,5,bus,family,2,34559.11,36985.72,91299.65,102672.91,traveler,2829,2024-01-14T17:56:00+00:00
goa,8,8,train,family,1,35947.32,33562.05,151602.65,152261.81,agent,2830,2024-01-14T18:03:00+00:00
new york,7,6,train,family,4,43589.65,46535.3,549316.76,637205.1,traveler,2831,2024-01-14T18:10:00+00:00
tokyo,3,6,bus,family,1,10085.13,8114.79,239360.52,247767.96,traveler,2832,2024-01-14T18:17:00+00:00
singapore,7,1,train,solo,2,7341.62,8175.53,72892.11,69582.55,traveler,2833,2024-01-14T18:24:00+00:00
new york,10,2,train,friends,2,18922.2,22533.6,258263.04,234958.26,traveler,2834,2024-01-14T18:31:00+00:00
tokyo,3,5,bus,friends,1,7241.09,7170.31,203582.85,193620.78,traveler,2835,2024-01-14T18:38:00+00:00
delhi,4,7,train,friends,4,16432.05,17844.05,48611.69,49705.93,traveler,2836,2024-01-14T18:45:00+00:00
manali,11,2,train,couple,2,13158.92,16918.04,39112.1,42521.26,traveler,2837,2024-01-14T18:52:00+00:00
mumbai,11,7,train,family,1,49812.21,62583.7,145765.27,143395.92,traveler,2838,2024-01-14T18:59:00+00:00
dubai,7,6,train,family,3,30305.84,27181.11,362050.45,354452.43,agent,2839,2024-01-14T19:06:00+00:00
manali,2,3,bus,friends,1,2761.38,3478.36,11629.22,12392.27,agent,2840,2024-01-14T19:13:00+00:00
goa,3,3,train,friends,1,4743.4,5606.53,24180.73,26909.73,traveler,2841,2024-01-14T19:20:00+00:00
tokyo,12,5,train,family,1,35672.96,37736.07,813763.63,861687.03,traveler,2842,2024-01-14T19:27:00+00:00
bali,6,8,bus,family,2,31628.7,33353.62,411834.37,432912.87,traveler,2843,2024-01-14T19:34:00+00:00
manali,7,7,flight,family,2,29649.38,31284.61,124317.32,135629.69,traveler,2844,2024-01-14T19:41:00+00:00
singapore,7,3,train,family,1,17735.86,21238.38,217396.8,221755.87,traveler,2845,2024-01-14T19:48:00+00:00
dubai,3,7,train,friends,1,10317.95,8173.41,203029.44,216534.24,traveler,2846,2024-01-14T19:55:00+00:00
delhi,8,7,train,friends,1,28273.4,33285.71,90585.73,90620.32,agent,2847,2024-01-14T20:02:00+00:00
mumbai,2,8,bus,family,1,9414.37,8257.54,32001.12,28932.66,agent,2848,2024-01-14T20:09:00+00:00
delhi,11,1,flight,solo,2,8742.81,11109.28,23807.33,27408.19,traveler,2849,2024-01-14T20:16:00+00:00
manali,11,8,train,family,1,45247.68,43189.79,158996.13,157091.24,agent,2850,2024-01-14T20:23:00+00:00
dubai,9,6,bus,family,1,31201.33,35223.23,389015.8,365142.49,traveler,2851,2024-01-14T20:30:00+00:00
jaipur,2,2,flight,couple,2,2465.78,2786.2,10148.19,11505.41,traveler,2852,2024-01-14T20:37:00+00:00
delhi,4,2,bus,couple,2,5053.15,6411.35,11855.03,12115.93,traveler,2853,2024-01-14T20:44:00+00:00
paris,2,8,train,family,2,13060.84,14178.46,310814.98,318833.43,agent,2854,2024-01-14T20:51:00+00:00
delhi,7,2,train,friends,4,8808.66,10220.98,22940.39,22357.53,traveler,2855,2024-01-14T20:58:00+00:00
tokyo,3,2,flight,friends,1,3651.02,3770.68,128461.17,145649.57,traveler,2856,2024-01-14T21:05:00+00:00
mumbai,11,5,flight,friends,1,35583.63,30374.14,139840.19,158925.29,traveler,2857,2024-01-14T21:12:00+00:00
singapore,4,5,flight,friends,2,14853.79,17257.8,297746.85,273255.21,traveler,2858,2024-01-14T21:19:00+00:00
bali,7,4,flight,family,3,26237.77,33435.64,375403.6,386147.76,traveler,2859,2024-01-14T21:26:00+00:00
mumbai,10,4,bus,friends,3,22450.42,19584.97,66042.86,62451.94,traveler,2860,2024-01-14T21:33:00+00:00
paris,11,5,flight,family,2,61683.88,48275.63,1148001.61,1061796.6,traveler,2861,2024-01-14T21:40:00+00:00
goa,6,1,flight,solo,4,6190.29,5416.75,19870.18,21715.67,traveler,2862,2024-01-14T21:47:00+00:00
jaipur,6,2,bus,couple,1,5999.73,5894.93,15724.5,18264.15,agent,2863,2024-01-14T21:54:00+00:00
singapore,8,1,train,solo,3,8147.21,8394.59,82422.54,75540.0,traveler,2864,2024-01-14T22:01:00+00:00
mumbai,4,4,train,friends,2,10034.58,8304.24,33965.17,36030.97,agent,2865,2024-01-14T22:08:00+00:00
goa,6,7,bus,family,3,28257.8,23645.78,87539.67,98793.67,traveler,2866,2024-01-14T22:15:00+00:00
jaipur,2,7,train,family,1,7648.14,8923.94,25669.29,24736.87,agent,2867,2024-01-14T22:22:00+00:00
new york,4,6,train,friends,1,18054.59,15956.59,333825.81,303511.71,traveler,2868,2024-01-14T22:29:00+00:00
tokyo,3,6,train,family,1,10094.23,12896.69,286585.05,278503.12,traveler,2869,2024-01-14T22:36:00+00:00
tokyo,11,8,train,friends,1,39098.13,46460.62,1214427.47,1284010.31,traveler,2870,2024-01-14T22:43:00+00:00
bali,2,4,train,friends,2,4738.98,5094.85,95147.93,98109.99,traveler,2871,2024-01-14T22:50:00+00:00
paris,12,8,train,family,3,83147.28,70540.71,1448651.1,1408067.77,agent,2872,2024-01-14T22:57:00+00:00
bali,4,3,train,family,1,9766.05,12489.36,126436.85,141868.32,traveler,2873,2024-01-14T23:04:00+00:00
bali,9,7,train,family,1,44851.87,53897.91,601462.85,555234.35,agent,2874,2024-01-14T23:11:00+00:00
dubai,5,5,bus,friends,1,11010.17,8847.88,190937.28,190651.37,traveler,2875,2024-01-14T23:18:00+00:00
paris,5,4,flight,family,1,20088.27,20560.37,445974.15,438435.21,agent,2876,2024-01-14T23:25:00+00:00
dubai,2,3,train,family,2,4218.95,4440.4,63921.31,73302.82,traveler,2877,2024-01-14T23:32:00+00:00
goa,12,7,train,friends,1,41723.48,41344.98,192794.39,188252.61,traveler,2878,2024-01-14T23:39:00+00:00
bali,9,5,bus,family,1,28809.19,30679.94,367010.12,432016.2,agent,2879,2024-01-14T23:46:00+00:00
delhi,5,4,bus,family,4,14252.78,15172.44,28446.73,33309.65,traveler,2880,2024-01-14T23:53:00+00:00
goa,5,7,bus,family,4,24291.64,26913.27,74894.84,85226.34,traveler,2881,2024-01-15T00:00:00+00:00
mumbai,12,1,flight,solo,1,9593.2,9148.81,30775.32,31536.84,traveler,2882,2024-01-15T00:07:00+00:00
paris,12,6,train,family,1,60770.55,66989.49,1103151.6,1101698.73,traveler,2883,2024-01-15T00:14:00+00:00
paris,2,8,bus,family,1,11158.84,13489.02,259663.92,276889.67,traveler,2884,2024-01-15T00:21:00+00:00
paris,11,2,train,couple,3,20146.8,20883.36,337051.93,369393.55,traveler,2885,2024-01-15T00:28:00+00:00
dubai,7,5,bus,family,2,22656.41,18846.95,258037.23,238254.47,traveler,2886,2024-01-15T00:35:00+00:00
singapore,3,2,train,friends,3,4599.42,5946.43,69229.62,62676.83,traveler,2887,2024-01-15T00:42:00+00:00
new york,5,4,bus,friends,4,17416.53,14073.8,233184.71,255746.55,traveler,2888,2024-01-15T00:49:00+00:00
manali,2,2,bus,couple,2,2178.01,1963.65,7752.9,8752.41,agent,2889,2024-01-15T00:56:00+00:00
dubai,5,3,bus,family,1,8852.11,6907.64,115689.7,106799.41,traveler,2890,2024-01-15T01:03:00+00:00
manali,12,3,train,friends,1,18517.71,19892.89,64764.81,74099.91,traveler,2891,2024-01-15T01:10:00+00:00
paris,12,3,bus,friends,1,26369.77,33169.63,467477.85,431062.81,traveler,2892,2024-01-15T01:17:00+00:00
singapore,4,8,train,family,2,24216.95,29952.11,351637.22,411644.63,traveler,2893,2024-01-15T01:24:00+00:00
dubai,2,7,train,family,1,8368.08,9214.68,148551.41,135026.9,traveler,2894,2024-01-15T01:31:00+00:00
bali,7,3,flight,family,1,19580.29,22442.46,278986.51,317058.95,traveler,2895,2024-01-15T01:38:00+00:00
singapore,12,3,flight,friends,4,35157.52,38207.13,481714.83,482930.72,traveler,2896,2024-01-15T01:45:00+00:00
delhi,10,1,train,solo,1,7499.55,6106.11,15892.06,14346.12,traveler,2897,2024-01-15T01:52:00+00:00
paris,7,1,flight,solo,4,9300.06,11944.19,150930.39,168498.87,traveler,2898,2024-01-15T01:59:00+00:00
manali,9,4,train,family,2,20922.15,20107.63,65366.79,75992.33,agent,2899,2024-01-15T02:06:00+00:00
new york,5,3,bus,friends,1,11785.45,13852.2,174975.26,160633.35,traveler,2900,2024-01-15T02:13:00+00:00
tokyo,12,1,bus,solo,2,8646.52,11040.0,140827.93,165801.79,traveler,2901,2024-01-15T02:20:00+00:00
tokyo,9,8,bus,family,3,43993.73,42531.84,845589.07,940963.28,traveler,2902,2024-01-15T02:27:00+00:00
delhi,10,1,train,solo,1,7287.39,6239.34,16093.33,16112.27,traveler,2903,2024-01-15T02:34:00+00:00
goa,11,3,bus,friends,4,20170.66,21791.51,65993.11,71295.99,traveler,2904,2024-01-15T02:41:00+00:00
singapore,4,8,bus,family,3,25862.8,20963.63,301385.15,317384.45,traveler,2905,2024-01-15T02:48:00+00:00
singapore,2,3,train,friends,1,4460.67,4039.8,74984.97,77543.08,traveler,2906,2024-01-15T02:55:00+00:00
manali,9,8,flight,family,2,47848.72,53798.73,178131.8,188762.22,traveler,2907,2024-01-15T03:02:00+00:00
paris,7,8,bus,family,4,46369.37,41594.01,760207.72,684778.5,traveler,2908,2024-01-15T03:09:00+00:00
mumbai,9,8,train,family,3,45466.77,43221.06,139619.14,134178.26,traveler,2909,2024-01-15T03:16:00+00:00
paris,12,7,bus,friends,1,48366.76,47270.34,1081363.03,1050467.5,agent,2910,2024-01-15T03:23:00+00:00
singapore,2,4,bus,friends,1,5157.52,4515.72,85898.74,78779.58,traveler,2911,2024-01-15T03:30:00+00:00
jaipur,6,6,train,friends,2,15071.18,17941.1,55055.61,54293.66,agent,2912,2024-01-15T03:37:00+00:00
delhi,11,3,bus,friends,2,16220.48,12987.96,44998.25,51775.37,traveler,2913,2024-01-15T03:44:00+00:00
dubai,6,5,bus,family,1,16032.92,18877.79,227794.21,239521.94,agent,2914,2024-01-15T03:51:00+00:00
paris,9,6,flight,family,1,50184.6,62704.83,1131806.29,1046635.77,traveler,2915,2024-01-15T03:58:00+00:00
paris,9,1,train,solo,1,8425.1,10635.09,141872.24,138870.96,traveler,2916,2024-01-15T04:05:00+00:00
manali,10,4,train,family,4,27468.01,32198.09,72395.2,85345.71,traveler,2917,2024-01-15T04:12:00+00:00
bali,2,5,train,friends,1,6106.96,7496.7,119855.13,110813.68,traveler,2918,2024-01-15T04:19:00+00:00
tokyo,2,1,flight,solo,1,1576.46,1366.94,47164.78,43061.41,agent,2919,2024-01-15T04:26:00+00:00
new york,4,1,train,solo,1,4458.77,5523.52,56012.59,62916.43,agent,2920,2024-01-15T04:33:00+00:00
tokyo,11,3,train,friends,1,17680.25,14505.3,450940.37,464172.88,traveler,2921,2024-01-15T04:40:00+00:00
manali,9,3,flight,friends,2,14610.25,14776.18,66023.87,61100.7,traveler,2922,2024-01-15T04:47:00+00:00
new york,5,6,train,family,2,29926.56,26158.35,405918.91,414364.35,agent,2923,2024-01-15T04:54:00+00:00
jaipur,12,5,bus,family,3,34922.33,30343.2,75113.32,75017.18,agent,2924,2024-01-15T05:01:00+00:00
mumbai,12,6,flight,friends,2,47607.65,55027.33,185217.95,202293.33,traveler,2925,2024-01-15T05:08:00+00:00
dubai,9,3,bus,friends,3,14598.33,12991.74,194583.82,195362.14,traveler,2926,2024-01-15T05:15:00+00:00
manali,8,2,bus,couple,2,8629.5,10094.83,25150.16,27496.04,traveler,2927,2024-01-15T05:22:00+00:00
goa,11,2,flight,friends,1,14946.01,12003.4,69682.63,63696.63,agent,2928,2024-01-15T05:29:00+00:00
singapore,12,7,bus,family,1,61394.43,73692.58,718166.59,767780.9,traveler,2929,2024-01-15T05:36:00+00:00
paris,5,3,flight,friends,1,13884.84,14501.75,333491.66,354477.51,agent,2930,2024-01-15T05:43:00+00:00
jaipur,9,8,train,friends,1,30208.85,28448.15,106609.36,97543.06,traveler,2931,2024-01-15T05:50:00+00:00
dubai,2,6,flight,family,1,8655.45,7482.7,172563.6,157915.16,traveler,2932,2024-01-15T05:57:00+00:00
goa,4,6,bus,family,2,15384.89,18709.8,51902.12,50034.62,traveler,2933,2024-01-15T06:04:00+00:00
dubai,4,6,train,family,1,14072.35,14542.12,225076.34,220136.62,traveler,2934,2024-01-15T06:11:00+00:00
goa,4,2,flight,couple,2,6435.64,5386.93,27503.25,27998.55,agent,2935,2024-01-15T06:18:00+00:00
dubai,4,4,train,friends,2,8247.54,6476.86,147854.43,138307.36,traveler,2936,2024-01-15T06:25:00+00:00
dubai,11,4,flight,friends,1,24672.74,19895.31,509747.06,592524.52,traveler,2937,2024-01-15T06:32:00+00:00
new york,4,6,bus,family,1,21530.45,22369.58,286793.3,326409.84,traveler,2938,2024-01-15T06:39:00+00:00
new york,7,6,flight,friends,1,36864.4,29548.4,735033.16,821411.98,traveler,2939,2024-01-15T06:46:00+00:00
mumbai,5,3,flight,friends,1,9147.18,8340.41,41205.35,39358.18,traveler,2940,2024-01-15T06:53:00+00:00
delhi,12,1,train,solo,3,9280.31,11065.7,18824.15,19918.26,agent,2941,2024-01-15T07:00:00+00:00
mumbai,3,2,train,couple,1,4315.34,3581.29,13317.71,13989.39,traveler,2942,2024-01-15T07:07:00+00:00
tokyo,5,4,flight,friends,1,11128.37,12141.85,390680.84,397087.6,agent,2943,2024-01-15T07:14:00+00:00
dubai,12,6,bus,family,2,42082.45,41098.66,512171.33,548163.23,agent,2944,2024-01-15T07:21:00+00:00
manali,4,7,train,family,2,15906.71,13394.28,55634.36,62301.82,traveler,2945,2024-01-15T07:28:00+00:00
jaipur,6,3,flight,family,2,13483.92,10986.4,37706.45,38022.73,traveler,2946,2024-01-15T07:35:00+00:00
goa,6,1,train,solo,2,4946.3,4380.31,14564.02,13590.92,traveler,2947,2024-01-15T07:42:00+00:00
mumbai,8,2,bus,couple,1,10036.53,9752.08,26138.15,29681.09,agent,2948,2024-01-15T07:49:00+00:00
jaipur,10,1,train,solo,4,7039.23,8247.41,14951.58,17186.23,traveler,2949,2024-01-15T07:56:00+00:00
singapore,6,7,train,family,4,35618.86,37268.56,438059.95,442545.94,traveler,2950,2024-01-15T08:03:00+00:00
tokyo,10,2,flight,couple,1,14864.05,13562.89,374519.75,405862.4,traveler,2951,2024-01-15T08:10:00+00:00
singapore,8,2,flight,couple,5,19032.49,20829.59,223321.74,212780.52,traveler,2952,2024-01-15T08:17:00+00:00
goa,11,3,train,friends,1,19299.7,18836.56,77370.43,79460.38,traveler,2953,2024-01-15T08:24:00+00:00
mumbai,11,6,train,family,1,45987.52,38679.41,127465.72,125266.29,traveler,2954,2024-01-15T08:31:00+00:00
goa,10,5,train,family,1,31790.13,38496.24,118350.93,117899.58,traveler,2955,2024-01-15T08:38:00+00:00
singapore,4,6,bus,family,1,17112.15,19391.01,227723.25,259158.65,traveler,2956,2024-01-15T08:45:00+00:00
goa,7,1,bus,solo,4,5577.09,5779.85,14497.0,17050.97,agent,2957,2024-01-15T08:52:00+00:00
paris,9,6,train,family,2,52322.83,44825.49,833211.74,805906.21,traveler,2958,2024-01-15T08:59:00+00:00
manali,11,4,train,family,1,26884.38,30513.85,78625.09,76567.28,traveler,2959,2024-01-15T09:06:00+00:00
new york,10,7,flight,family,1,68144.36,87372.03,1199922.31,1412321.39,agent,2960,2024-01-15T09:13:00+00:00
goa,8,3,train,family,1,16996.52,13766.39,56358.39,59111.84,traveler,2961,2024-01-15T09:20:00+00:00
manali,5,2,train,couple,1,6045.82,7258.83,19244.75,18618.29,traveler,2962,2024-01-15T09:27:00+00:00
bali,12,2,flight,friends,3,19360.49,19185.23,306440.08,307874.64,traveler,2963,2024-01-15T09:34:00+00:00
manali,7,8,flight,family,1,34235.06,43012.64,140273.06,148386.5,traveler,2964,2024-01-15T09:41:00+00:00
dubai,12,2,bus,couple,1,14005.14,17441.38,169834.84,190774.89,traveler,2965,2024-01-15T09:48:00+00:00
new york,9,6,bus,friends,4,43429.29,55260.93,597763.8,598324.46,traveler,2966,2024-01-15T09:55:00+00:00
paris,4,2,flight,couple,1,8564.86,8431.03,183015.24,212432.03,traveler,2967,2024-01-15T10:02:00+00:00
tokyo,9,8,flight,family,4,49379.23,43872.62,1360941.65,1331681.43,traveler,2968,2024-01-15T10:09:00+00:00
paris,6,8,bus,family,1,35466.77,44414.84,651138.66,690436.33,agent,2969,2024-01-15T10:16:00+00:00
paris,8,2,flight,friends,4,15932.39,13152.51,339535.79,338066.73,agent,2970,2024-01-15T10:23:00+00:00
tokyo,5,4,flight,family,1,15951.07,17217.15,390739.6,395108.45,agent,2971,2024-01-15T10:30:00+00:00
delhi,7,5,bus,family,3,22054.14,22399.6,49062.93,57631.01,traveler,2972,2024-01-15T10:37:00+00:00
new york,5,3,train,friends,2,14052.69,12902.63,206422.38,208021.26,agent,2973,2024-01-15T10:44:00+00:00
dubai,6,4,train,friends,5,15939.47,17825.84,210176.67,223498.92,traveler,2974,2024-01-15T10:51:00+00:00
delhi,5,8,bus,friends,4,20334.1,19043.26,57363.12,56714.1,traveler,2975,2024-01-15T10:58:00+00:00
paris,4,1,train,solo,2,3878.11,4167.49,67606.19,65010.32,agent,2976,2024-01-15T11:05:00+00:00
bali,3,2,bus,couple,3,4533.8,3578.97,56615.22,59421.31,traveler,2977,2024-01-15T11:12:00+00:00
new york,3,8,bus,family,3,22262.97,28012.86,301623.24,283460.95,traveler,2978,2024-01-15T11:19:00+00:00
jaipur,11,3,bus,friends,2,14003.11,17712.77,41257.52,40376.19,traveler,2979,2024-01-15T11:26:00+00:00
tokyo,6,6,bus,family,4,22339.99,27836.87,437990.48,447286.72,agent,2980,2024-01-15T11:33:00+00:00
dubai,12,8,train,friends,1,44970.99,50288.95,798678.15,870590.76,traveler,2981,2024-01-15T11:40:00+00:00
singapore,8,8,train,family,2,48274.78,53923.63,657549.86,742007.54,traveler,2982,2024-01-15T11:47:00+00:00
delhi,8,1,bus,solo,2,5836.34,7208.82,10963.7,12975.88,traveler,2983,2024-01-15T11:54:00+00:00
paris,4,4,bus,friends,1,10919.04,10789.75,227108.76,224995.71,traveler,2984,2024-01-15T12:01:00+00:00
bali,10,1,train,solo,1,7615.23,9547.47,95184.41,102875.08,traveler,2985,2024-01-15T12:08:00+00:00
manali,3,5,train,friends,2,7580.04,9119.62,31110.03,36121.24,traveler,2986,2024-01-15T12:15:00+00:00
new york,8,7,train,friends,1,41058.12,46079.87,717539.12,654952.83,traveler,2987,2024-01-15T12:22:00+00:00
delhi,7,6,train,family,3,27442.54,23232.09,68933.68,68008.1,traveler,2988,2024-01-15T12:29:00+00:00
singapore,12,7,bus,family,4,65940.9,52341.53,712484.72,701309.18,agent,2989,2024-01-15T12:36:00+00:00
paris,6,4,flight,family,1,27093.36,31883.28,514222.26,538979.1,traveler,2990,2024-01-15T12:43:00+00:00
tokyo,8,7,train,family,5,41895.33,37001.91,793064.22,757750.95,traveler,2991,2024-01-15T12:50:00+00:00
dubai,2,5,bus,family,1,6059.23,5280.77,90730.09,99969.76,traveler,2992,2024-01-15T12:57:00+00:00
singapore,4,7,flight,family,2,27986.28,33240.1,420234.37,418684.31,traveler,2993,2024-01-15T13:04:00+00:00
delhi,2,7,flight,friends,1,8072.59,9064.08,37909.3,36381.5,traveler,2994,2024-01-15T13:11:00+00:00
paris,10,2,flight,couple,2,22188.81,22415.15,414519.47,454233.31,traveler,2995,2024-01-15T13:18:00+00:00
new york,7,4,train,friends,2,21638.35,20969.01,371096.02,383205.18,traveler,2996,2024-01-15T13:25:00+00:00
dubai,7,1,bus,solo,3,5221.89,6196.12,51474.02,49576.71,traveler,2997,2024-01-15T13:32:00+00:00
goa,10,7,bus,family,1,43370.26,44418.17,137385.84,127172.39,traveler,2998,2024-01-15T13:39:00+00:00
jaipur,6,1,flight,solo,5,4688.5,4114.0,12664.44,13550.92,agent,2999,2024-01-15T13:46:00+00:00
manali,5,5,flight,family,1,15635.58,19135.46,65665.6,66106.69,traveler,3000,2024-01-15T13:53:00+00:00
singapore,12,8,flight,family,1,77770.42,86737.29,1281456.91,1494950.27,agent,3001,2024-01-15T14:00:00+00:00
dubai,10,7,train,family,4,48448.53,53715.0,589816.42,561037.98,traveler,3002,2024-01-15T14:07:00+00:00
goa,5,2,train,friends,2,6540.89,6580.57,25167.15,27635.71,traveler,3003,2024-01-15T14:14:00+00:00
tokyo,2,5,bus,friends,2,4794.11,4547.9,148393.29,164872.43,traveler,3004,2024-01-15T14:21:00+00:00
mumbai,12,2,flight,couple,4,20294.95,23120.88,62226.0,58665.09,agent,3005,2024-01-15T14:28:00+00:00
new york,2,8,train,friends,1,11248.58,13186.47,255828.48,251164.81,agent,3006,2024-01-15T14:35:00+00:00
dubai,5,6,train,family,5,23141.97,24862.77,274002.37,301638.08,traveler,3007,2024-01-15T14:42:00+00:00
tokyo,10,1,flight,solo,2,8861.94,7735.52,186815.15,218263.46,traveler,3008,2024-01-15T14:49:00+00:00
delhi,4,4,flight,friends,3,10864.83,14085.06,37933.61,36382.04,traveler,3009,2024-01-15T14:56:00+00:00
dubai,3,8,bus,friends,1,10426.38,12417.66,196181.25,202863.33,agent,3010,2024-01-15T15:03:00+00:00
jaipur,3,3,flight,friends,2,5088.02,4687.13,20667.61,22557.22,traveler,3011,2024-01-15T15:10:00+00:00
manali,9,4,bus,friends,1,15686.42,14806.92,55330.41,63070.92,agent,3012,2024-01-15T15:17:00+00:00
dubai,8,4,train,family,2,21342.39,16797.47,277461.34,300989.39,traveler,3013,2024-01-15T15:24:00+00:00
mumbai,11,5,train,family,1,34815.67,41359.74,105952.09,115054.61,traveler,3014,2024-01-15T15:31:00+00:00
new york,2,3,bus,family,1,5662.62,4603.11,80456.59,88867.47,agent,3015,2024-01-15T15:38:00+00:00
manali,10,7,bus,family,1,35052.92,41910.2,109032.25,126728.12,traveler,3016,2024-01-15T15:45:00+00:00
manali,10,5,flight,family,1,34245.55,27994.05,120897.76,127975.53,agent,3017,2024-01-15T15:52:00+00:00
delhi,12,5,flight,family,1,41006.05,51886.58,127701.5,118196.77,traveler,3018,2024-01-15T15:59:00+00:00
new york,2,6,train,family,1,10984.99,11693.56,193409.04,193442.07,traveler,3019,2024-01-15T16:06:00+00:00
goa,4,5,train,family,1,12715.28,11594.85,51212.44,52323.09,traveler,3020,2024-01-15T16:13:00+00:00
tokyo,12,6,flight,family,2,53674.48,44548.15,1329217.82,1467602.63,traveler,3021,2024-01-15T16:20:00+00:00
new york,11,7,train,family,4,81239.97,95130.94,983255.77,1003313.22,agent,3022,2024-01-15T16:27:00+00:00
