destination,number_of_days,number_of_people,travel_mode,estimated_cost
Mumbai,4,6,bus,42782.64
Paris,12,8,bus,1246771.35
Singapore,8,7,bus,486050.94
Manali,12,2,flight,58598.48
Tokyo,10,6,train,835983.84
Bali,7,2,bus,118733.03
Bali,8,2,bus,130387.45
Dubai,6,4,flight,289976.14
Tokyo,8,1,train,111713.61
Delhi,9,8,train,114236.96
Dubai,12,6,train,605846.6
Singapore,6,1,flight,84690.7
Manali,7,7,bus,77256.18
Manali,12,1,flight,28693.54
Mumbai,10,7,bus,112950.2
Bali,3,3,flight,131624.18
Tokyo,8,5,train,570208.98
Dubai,5,8,bus,303455.32
New York,2,3,flight,130632.38
Singapore,3,7,flight,332399.94
Delhi,7,5,train,57204.15
Goa,6,2,train,29668.32
Jaipur,11,5,train,81832.77
Bali,5,1,train,50961.87
Jaipur,8,5,flight,82205.64
Goa,6,1,flight,19690.46
Goa,12,5,train,137083.84
Jaipur,2,7,flight,34670.09
Manali,9,6,bus,82966.03
Mumbai,7,4,bus,46974.45
Dubai,9,7,flight,731624.24
Bali,8,8,flight,828485.29
New York,7,6,train,545045.99
Tokyo,5,3,flight,296491.39
Paris,2,2,flight,103705.6
New York,3,4,flight,239960.43
New York,6,5,train,398419.45
Tokyo,2,3,flight,139878.02
Dubai,7,7,train,434772.35
Mumbai,6,8,bus,81091.46
Bali,4,7,flight,400807.5
Delhi,3,7,bus,32294.11
Delhi,11,5,bus,75081.76
Paris,10,7,train,1089123.85
Paris,11,5,train,851479.12
Singapore,3,6,flight,281167.69
Paris,5,7,train,577893.54
Manali,9,3,bus,41707.32
Mumbai,10,6,train,115558.95
Singapore,3,7,flight,329183.82
Paris,8,4,flight,667725.65
Jaipur,4,2,flight,17614.22
Paris,2,6,flight,308907.63
Dubai,12,8,flight,1079548.28
New York,2,7,flight,300612.19
Jaipur,4,8,train,52428.51
Jaipur,4,8,flight,71196.8
New York,4,5,bus,239956.28
Jaipur,11,8,train,129482.01
Dubai,9,4,bus,266203.06
Bali,12,2,flight,310510.84
Goa,5,8,flight,136106.53
Mumbai,2,7,flight,45746.61
Paris,3,7,train,374735.73
Bali,3,1,train,32831.09
Mumbai,6,7,flight,114028.54
New York,8,8,train,837560.29
Delhi,4,5,flight,47439.41
Delhi,4,6,train,42046.53
Goa,5,8,bus,83926.86
New York,12,2,train,307235.87
Tokyo,5,5,train,364994.63
Tokyo,7,8,flight,1066259.8
Manali,11,1,bus,16656.49
Manali,2,4,train,18054.35
Manali,6,3,flight,45969.16
Tokyo,9,5,bus,537060.98
Goa,4,5,train,50777.59
Jaipur,2,4,flight,19915.57
Dubai,2,5,train,106703.22
Bali,8,8,flight,850869.46
New York,12,3,flight,621293.44
New York,10,6,train,775205.86
Tokyo,12,3,flight,665663.9
Tokyo,8,1,flight,153843.0
New York,5,5,bus,285766.8
Manali,11,2,flight,52987.33
Tokyo,9,1,flight,171114.14
Bali,5,4,train,204402.22
Paris,12,2,train,366931.62
Manali,10,2,bus,30729.22
Bali,5,4,train,205213.94
Goa,12,4,bus,95160.32
Tokyo,4,1,flight,81034.04
Manali,3,4,flight,33839.42
Delhi,4,5,bus,29383.83
Jaipur,11,8,train,128907.47
Mumbai,7,2,bus,23393.76
Tokyo,3,8,bus,318786.88
Dubai,5,8,train,362352.08
Dubai,8,2,flight,189006.51
Singapore,5,8,bus,362271.71
Paris,11,5,train,847947.62
New York,10,8,flight,1371285.93
Singapore,6,5,flight,423220.5
Manali,12,5,flight,144897.65
Goa,9,1,train,21480.54
Bali,9,8,bus,584889.09
Paris,12,5,bus,789502.5
Tokyo,7,3,bus,255718.53
Jaipur,5,5,flight,53080.77
Bali,9,2,flight,233088.46
Dubai,5,3,train,134202.19
Paris,4,3,flight,274403.22
New York,10,8,flight,1384183.19
Paris,6,4,train,385375.8
Manali,7,3,train,38820.38
New York,7,8,train,732754.16
Paris,8,1,train,123751.73
Paris,7,3,train,335441.01
Mumbai,5,4,flight,55274.98
Manali,7,1,train,12976.71
Paris,7,4,bus,378475.07
Tokyo,6,2,bus,145832.51
New York,9,8,bus,794083.5
Paris,9,4,train,567876.03
Dubai,8,1,bus,58036.72
New York,6,6,train,484884.68
Delhi,9,3,flight,57874.52
Paris,4,3,flight,271423.45
Jaipur,10,2,train,29592.08
Dubai,10,5,flight,575635.32
Manali,2,3,bus,11615.51
New York,7,8,flight,1002878.8
Goa,7,8,bus,114309.43
New York,5,5,train,340053.78
Mumbai,4,2,flight,22538.51
Paris,9,1,flight,186406.91
Bali,7,1,flight,92772.41
Mumbai,10,6,flight,155239.78
Dubai,7,2,flight,163135.93
Delhi,10,2,flight,42690.25
Bali,3,8,flight,356378.36
Jaipur,3,7,train,35733.21
Goa,12,6,bus,140577.57
Dubai,7,8,flight,666534.13
Paris,2,7,flight,360870.16
Dubai,8,1,bus,58335.14
Paris,4,5,bus,287281.61
New York,10,8,flight,1387088.83
Dubai,7,3,bus,157338.09
Jaipur,6,3,bus,23403.07
Dubai,2,3,flight,85469.82
Delhi,7,6,bus,58800.19
Jaipur,6,3,train,28341.41
Jaipur,5,6,bus,39902.06
Tokyo,3,7,bus,281852.79
Jaipur,8,1,train,12087.67
Jaipur,5,7,flight,75454.76
Delhi,4,2,bus,11948.78
Delhi,9,6,flight,118989.88
Paris,5,4,bus,281050.16
New York,9,5,flight,772551.41
Tokyo,2,1,train,34763.58
Paris,3,6,train,321796.26
Delhi,8,5,bus,55970.42
Delhi,12,7,train,130895.78
Manali,12,6,bus,108493.43
Jaipur,4,1,bus,5536.59
Goa,9,1,bus,18097.58
Jaipur,12,5,train,88862.28
Goa,8,3,bus,49161.65
Goa,12,3,train,84439.48
Delhi,4,1,train,6913.08
Paris,12,6,train,1104575.16
Mumbai,2,6,bus,24610.77
Mumbai,4,7,bus,49860.48
Dubai,10,3,bus,214653.63
New York,5,2,train,137585.96
Delhi,9,8,train,117037.23
Bali,9,3,flight,355007.64
Mumbai,6,8,train,96907.82
Manali,4,6,flight,64107.31
Dubai,12,2,train,202356.29
Dubai,5,3,bus,115310.95
Goa,5,2,flight,33153.02
Paris,6,2,bus,162576.16
Goa,12,5,train,140028.57
Tokyo,12,5,bus,695304.94
New York,12,3,flight,619150.28
Mumbai,8,1,bus,13424.89
Mumbai,4,1,bus,7042.33
New York,2,8,train,257129.82
Jaipur,12,7,train,125802.4
Tokyo,11,5,flight,1020443.18
Manali,12,6,train,130952.62
Goa,6,6,train,88496.31
Tokyo,12,2,flight,448759.94
Bali,6,2,train,119436.11
Mumbai,10,3,bus,48483.33
Tokyo,3,2,flight,128932.48
Goa,7,5,train,83988.85
Delhi,10,3,train,48385.12
Bali,5,3,flight,204224.06
Mumbai,5,6,flight,82626.44
Goa,11,1,flight,34457.94
Jaipur,10,3,train,44272.08
Singapore,4,4,flight,236054.96
Dubai,8,4,train,273054.17
Paris,6,7,flight,924119.31
Tokyo,9,6,bus,644047.35
Manali,2,2,train,9066.31
Singapore,6,4,flight,342302.68
Delhi,2,7,bus,23398.51
Goa,5,7,bus,74282.63
Paris,11,4,bus,580105.61
Delhi,5,5,bus,36443.02
Delhi,11,3,bus,44485.56
Singapore,6,6,bus,323514.36
Bali,6,2,flight,162072.25
Jaipur,12,8,train,143049.65
Bali,11,8,bus,703791.17
New York,6,1,train,80609.12
Manali,3,8,train,49766.55
Tokyo,6,4,flight,461270.76
Dubai,11,6,bus,480586.94
Singapore,9,7,train,633189.79
Delhi,6,5,train,50084.87
New York,8,5,train,512508.76
Delhi,9,4,flight,78153.22
Dubai,8,5,bus,298487.7
Tokyo,10,7,flight,1309096.96
Singapore,8,1,flight,109630.97
Singapore,3,2,bus,59772.88
Jaipur,7,7,train,75460.95
Mumbai,7,8,train,110402.39
Bali,2,7,flight,227034.91
Paris,12,1,bus,156224.3
Mumbai,12,6,bus,115403.33
Paris,2,8,train,306095.91
Singapore,7,6,bus,368158.82
Mumbai,7,8,flight,150906.48
Manali,4,4,flight,43033.8
Bali,12,6,flight,919454.99
New York,4,8,bus,377547.69
Dubai,10,4,train,344160.46
Delhi,3,7,train,38465.04
Singapore,4,7,bus,260985.7
Tokyo,7,6,train,603784.86
Goa,4,6,bus,51564.89
Dubai,6,5,flight,359512.11
Paris,11,2,bus,283669.26
Dubai,12,7,train,700871.81
New York,10,6,train,758358.27
Paris,3,5,flight,357995.11
Delhi,7,4,train,46349.09
Jaipur,10,3,flight,61278.02
Mumbai,9,4,flight,95157.87
Jaipur,5,8,flight,86226.39
Goa,2,5,bus,25122.84
Dubai,9,8,train,618643.54
Dubai,5,7,bus,271746.97
Dubai,8,7,flight,649260.91
New York,6,7,train,556329.53
Jaipur,7,6,bus,55371.64
Goa,7,4,flight,91097.28
Delhi,10,8,flight,171564.62
Dubai,5,6,flight,368340.27
Bali,5,8,train,407706.26
Mumbai,9,8,train,139339.62
Delhi,4,1,flight,9401.69
Singapore,2,6,train,152715.68
Goa,3,6,bus,41511.68
Manali,11,5,flight,131789.09
Dubai,9,7,flight,735325.95
Goa,8,4,flight,102614.37
Bali,12,5,train,564682.87
Bali,8,3,flight,319834.4
Dubai,7,1,flight,81511.99
New York,11,2,bus,238471.73
Bali,8,3,flight,312403.97
Dubai,4,3,bus,95285.18
Tokyo,3,6,bus,239048.67
Paris,11,7,train,1178263.88
Tokyo,4,6,bus,304557.2
New York,4,7,train,390596.27
Goa,6,7,bus,86334.63
Singapore,12,2,train,240001.93
Delhi,10,5,bus,68666.32
Mumbai,10,1,flight,25781.01
Goa,2,1,bus,5000
Manali,2,6,bus,23289.61
Jaipur,12,8,bus,120555.22
New York,3,3,flight,176720.36
Goa,9,3,flight,85075.73
Tokyo,2,1,flight,47049.17
Delhi,6,5,bus,42201.78
Goa,11,3,bus,65351.89
Dubai,4,6,train,226069.95
Bali,8,8,bus,532059.27
Delhi,7,4,train,45406.18
Tokyo,5,7,bus,435169.98
Tokyo,12,2,flight,438566.32
Singapore,7,7,flight,689729.12
Manali,7,3,train,39323.44
Manali,12,7,train,150242.08
Delhi,9,1,train,14303.18
Bali,9,7,train,607906.49
Manali,12,1,flight,29320.26
Jaipur,3,5,flight,34748.97
Dubai,10,3,flight,343130.98
Mumbai,10,1,bus,16522.67
Paris,5,6,flight,654682.48
Singapore,8,3,flight,331519.02
Mumbai,5,2,train,20614.57
Jaipur,7,2,flight,28659.88
Jaipur,11,1,bus,14039.05
Jaipur,3,5,bus,21980.97
Singapore,7,3,train,220161.03
New York,8,1,bus,87281.53
Jaipur,11,5,train,81991.34
Singapore,6,4,flight,343566.79
Manali,8,1,train,14847.74
Paris,6,4,train,382846.89
Mumbai,12,7,bus,136278.14
Tokyo,4,4,bus,206378.41
Delhi,4,8,bus,46979.45
New York,4,5,flight,379079.66
Paris,6,5,train,487266.98
Manali,3,2,train,12530.21
Jaipur,3,8,bus,34359.29
Mumbai,9,8,bus,116739.03
Mumbai,8,3,bus,40016.21
Delhi,5,7,flight,79778.57
Goa,9,1,flight,29033.33
Jaipur,5,6,bus,40424.27
Goa,7,5,bus,71205.88
Jaipur,12,1,train,17646.26
Manali,10,2,bus,30486.69
Jaipur,7,8,bus,73639.31
Delhi,5,5,flight,56624.63
Bali,7,1,bus,58846.88
Paris,10,1,flight,209852.69
New York,7,1,bus,78969.92
Singapore,5,1,train,52875.38
Mumbai,8,2,bus,26677.19
Mumbai,11,2,bus,35808.2
Tokyo,11,7,train,1066053.23
Paris,9,4,flight,755381.07
Manali,7,8,train,105349.11
Goa,9,6,bus,107117.97
Singapore,4,7,train,312768.14
New York,2,7,train,220222.52
Tokyo,8,4,train,444740.08
Singapore,7,4,train,290012.27
Paris,9,8,train,1134591.63
Tokyo,7,6,train,599660.35
Goa,10,4,bus,78985.57
Jaipur,11,4,flight,88494.97
Dubai,7,8,flight,668146.72
Paris,7,5,bus,469915.55
Tokyo,3,8,train,384208.45
Dubai,8,1,bus,58320.93
Bali,4,7,flight,394673.15
Tokyo,2,4,train,138078.6
Goa,6,3,flight,59077.08
Jaipur,4,7,train,45527.05
Goa,9,6,flight,174196.9
Dubai,10,1,flight,113629.63
Delhi,3,1,bus,5000
Mumbai,7,2,train,27896.56
New York,5,3,bus,171891.88
Delhi,7,6,flight,94075.46
Tokyo,9,6,flight,1006244.23
Manali,3,3,bus,15662.9
Delhi,10,7,bus,95227.09
Singapore,9,5,flight,625266.49
Jaipur,3,3,train,15144.69
Mumbai,4,7,train,58377.97
Goa,2,6,train,35069.08
Goa,9,1,train,21514.44
Dubai,7,6,bus,315738.94
Delhi,4,3,flight,28079.35
Paris,4,2,flight,180393.41
Singapore,7,5,flight,494865.03
Delhi,7,8,bus,78315.27
Dubai,8,3,train,209787.6
Jaipur,10,5,flight,101863.13
Mumbai,9,6,bus,87396.42
Jaipur,6,5,train,47242.88
New York,2,5,flight,217838.18
Singapore,9,2,train,183632.03
Goa,11,1,flight,34676.95
Manali,8,4,train,58608.28
Mumbai,12,5,flight,153121.79
New York,10,7,train,900162.99
Goa,7,5,flight,112555.89
Manali,6,2,train,22894.06
Delhi,12,6,flight,155522.59
Mumbai,4,2,bus,14047.33
New York,3,3,flight,178994.26
Delhi,3,1,flight,7283.36
New York,11,2,bus,238250.03
Tokyo,12,6,flight,1316293.54
Delhi,2,3,bus,10263.36
Delhi,4,2,flight,19087.53
Mumbai,8,4,bus,52223.33
Delhi,8,6,flight,105189.99
Tokyo,5,8,flight,798168.87
Tokyo,6,1,train,85632.86
Mumbai,3,3,bus,16634.51
Bali,11,4,flight,559803.55
Delhi,5,3,train,25620.48
Jaipur,4,7,flight,62139.69
Manali,11,7,flight,187946.65
Jaipur,8,5,train,60977.68
Bali,2,5,train,120159.75
Delhi,2,2,train,7912.85
Mumbai,11,7,bus,125422.94
Tokyo,2,2,train,69082.18
New York,12,2,flight,406938.98
New York,9,6,flight,946730.38
New York,9,5,train,575760.06
Jaipur,5,3,bus,20286.0
Paris,9,8,train,1133620.16
Paris,9,8,train,1107736.46
Paris,8,1,bus,107533.22
Paris,12,3,train,548058.11
Paris,12,3,bus,469037.85
Goa,5,2,bus,21062.09
Goa,6,6,bus,73542.33
Paris,4,5,flight,452083.15
Jaipur,9,8,train,107869.59
Goa,9,1,train,21523.89
Delhi,7,8,flight,123146.72
Jaipur,10,8,bus,101133.55
Mumbai,6,3,train,36050.54
Singapore,11,7,flight,1034013.7
Goa,10,5,train,117939.91
Goa,7,8,bus,112788.14
New York,8,4,bus,357627.0
Jaipur,7,8,train,85821.36
Dubai,7,4,bus,210985.67
Singapore,11,4,flight,599309.47
Jaipur,5,8,flight,85350.48
Mumbai,7,2,train,27746.71
Dubai,7,2,flight,165195.09
Dubai,6,2,train,106047.53
Jaipur,6,3,train,28221.4
Mumbai,9,4,bus,59293.77
New York,7,8,flight,980914.48
Manali,7,8,train,104367.01
Bali,5,4,flight,275455.63
Manali,2,4,flight,24545.1
Manali,5,7,train,67639.71
Mumbai,6,5,bus,50329.27
Mumbai,2,7,bus,28269.65
Goa,9,7,flight,198558.95
Tokyo,7,2,train,198637.11
Jaipur,11,8,train,129160.46
Goa,7,1,bus,14113.42
New York,10,8,train,1011411.84
Paris,10,1,flight,208062.6
New York,8,3,train,312456.41
Mumbai,12,5,train,114074.11
Dubai,2,1,flight,28806.55
Goa,9,2,bus,35701.12
Delhi,10,3,flight,64184.42
New York,7,6,bus,466953.02
Delhi,9,7,flight,134991.96
Paris,12,7,flight,1715425.08
Delhi,5,8,bus,56964.8
Manali,5,4,bus,32798.82
Bali,2,1,flight,32528.71
Jaipur,9,1,bus,11386.69
Jaipur,4,3,flight,26222.7
Paris,12,7,bus,1091714.25
Manali,9,1,flight,22289.43
Paris,10,2,bus,260160.78
Mumbai,5,4,flight,54903.94
New York,3,6,flight,359022.24
Goa,8,4,bus,64772.32
Singapore,11,5,train,554309.03
Bali,8,3,bus,200031.22
Manali,7,4,train,52641.01
Paris,3,5,train,260884.4
Dubai,12,7,bus,596446.74
Mumbai,8,2,flight,42585.19
Jaipur,5,5,flight,53671.54
Dubai,6,6,train,314932.62
Singapore,5,5,bus,228194.71
Manali,2,4,bus,15482.59
Jaipur,9,7,flight,127008.27
Paris,11,3,train,506473.6
Dubai,6,4,bus,181511.47
Mumbai,2,1,bus,5000
Mumbai,6,8,train,96417.15
Goa,3,1,train,7961.42
Jaipur,8,6,bus,61353.34
Singapore,2,5,bus,108272.93
Manali,4,5,train,40035.02
Jaipur,3,1,train,5060.11
Delhi,3,4,train,22142.95
Dubai,10,5,train,419898.3
Dubai,9,2,flight,209639.37
Jaipur,3,7,flight,48111.93
Mumbai,9,7,train,121270.55
Mumbai,11,1,flight,27938.37
Manali,6,8,bus,77570.34
Mumbai,12,5,bus,96002.63
Tokyo,2,1,flight,46975.45
Paris,10,8,bus,1056881.02
Mumbai,6,6,bus,61226.57
Tokyo,9,3,train,378140.69
New York,10,3,train,386105.21
New York,8,3,flight,419151.27
Tokyo,7,5,bus,426646.87
Tokyo,12,7,train,1167083.75
Delhi,11,5,bus,73896.23
New York,12,8,train,1223642.92
Singapore,4,1,train,44183.42
Singapore,4,6,flight,359241.94
Goa,11,3,bus,65993.11
Paris,3,7,bus,319537.6
Bali,2,2,flight,63436.88
Bali,12,3,flight,457313.14
New York,9,2,train,233210.93
New York,10,7,flight,1213394.4
Paris,5,6,flight,661760.95
Delhi,5,8,bus,58208.06
Jaipur,2,2,train,7340.83
Delhi,6,4,train,39664.02
Jaipur,10,2,bus,24984.67
Mumbai,6,2,bus,20157.14
Singapore,3,2,train,69251.38
Delhi,8,6,flight,104791.67
Dubai,6,6,train,318002.2
Manali,8,8,flight,159360.97
Mumbai,12,8,bus,154835.98
New York,2,5,flight,214479.98
Paris,10,2,train,310597.39
Dubai,7,8,bus,414661.42
Tokyo,3,8,train,380098.05
Delhi,5,2,train,16888.9
New York,5,8,bus,458590.11
Bali,9,4,flight,467732.27
Mumbai,12,3,flight,93221.98
Mumbai,10,8,bus,130364.11
Tokyo,6,7,flight,820719.52
Mumbai,6,2,flight,32335.23
Goa,9,5,bus,88981.86
Dubai,7,7,bus,366180.72
Delhi,5,8,train,67289.55
Paris,12,3,train,542745.17
Goa,5,6,flight,100935.42
Tokyo,5,8,flight,803922.39
Delhi,3,3,bus,13807.12
Dubai,11,1,train,93189.22
Paris,2,6,flight,311648.53
Paris,9,1,train,139657.57
Paris,3,2,bus,89332.19
Singapore,7,8,train,581524.07
Jaipur,4,2,bus,10954.78
Dubai,4,4,train,149513.62
Bali,7,5,train,339776.32
Singapore,4,7,bus,263311.74
Jaipur,5,3,train,23468.89
Paris,2,6,bus,196027.44
Mumbai,3,5,flight,44388.1
Manali,4,6,bus,40751.62
Jaipur,5,8,train,63239.63
Delhi,4,7,flight,66177.53
Bali,3,3,flight,131553.58
Bali,4,2,train,83733.61
Delhi,11,3,bus,44730.95
Paris,12,6,bus,944671.82
Paris,2,7,bus,231171.12
Paris,2,4,flight,208904.9
New York,8,8,flight,1132352.61
Jaipur,4,8,flight,71255.87
Bali,8,3,bus,199106.97
Manali,9,2,train,32908.25
Paris,3,2,flight,144576.48
Goa,12,1,train,27644.14
Manali,9,6,train,99423.13
Dubai,7,5,train,306105.02
Paris,11,3,train,504298.01
Tokyo,7,2,train,199670.47
Manali,6,4,train,45799.02
New York,5,4,train,275042.96
Jaipur,7,7,train,74439.01
Paris,12,4,flight,1002100.15
Goa,6,4,flight,79442.78
Bali,10,6,bus,493205.63
Dubai,10,3,bus,218723.85
Manali,12,4,bus,73332.25
Singapore,7,3,flight,297067.32
New York,5,7,train,477690.24
Dubai,9,6,bus,390822.92
Delhi,6,2,train,20137.4
Paris,2,2,bus,65933.9
Manali,9,8,flight,177618.27
Manali,10,7,bus,106967.56
Paris,12,8,flight,1957698.26
Paris,8,6,bus,632753.86
Delhi,7,1,bus,9855.34
Manali,3,5,bus,26595.83
Singapore,8,4,bus,282674.91
Dubai,2,1,bus,17932.21
Dubai,6,5,train,263930.63
Jaipur,11,5,flight,109608.81
Jaipur,4,1,flight,8810.68
Jaipur,4,7,bus,38782.97
Mumbai,4,2,flight,22762.02
Manali,9,2,bus,27676.15
Paris,5,4,train,328777.55
Goa,5,5,bus,52040.11
Singapore,6,7,flight,603467.42
Paris,9,4,bus,470041.29
Delhi,8,8,train,102711.3
Paris,11,7,bus,1006348.01
Manali,5,8,train,77507.56
Bali,7,6,bus,351124.8
Dubai,8,8,flight,740756.39
Goa,3,7,bus,48191.41
Jaipur,5,6,train,47324.88
Jaipur,6,4,train,37352.21
Tokyo,2,4,flight,187132.68
Tokyo,2,7,flight,324040.48
Paris,2,8,train,309467.37
Paris,3,7,train,368788.19
Manali,7,5,train,64358.04
Jaipur,11,4,bus,56251.14
New York,2,4,bus,108791.76
Goa,3,1,train,7928.64
Manali,9,3,train,48685.89
Paris,6,3,bus,245215.91
Goa,10,2,bus,40275.29
Dubai,2,3,train,63691.47
Paris,4,4,bus,231361.36
Jaipur,11,2,bus,27953.95
Manali,4,2,train,15835.35
New York,4,3,flight,228919.85
Jaipur,2,6,bus,19072.19
Bali,2,1,train,23588.81
Mumbai,9,3,bus,43950.57
Dubai,7,5,train,303666.34
Goa,3,4,bus,27416.78
Mumbai,3,7,bus,38505.8
Tokyo,10,8,flight,1506665.48
Bali,10,7,flight,904875.46
Singapore,10,6,flight,821422.19
Paris,6,7,bus,573783.01
Tokyo,4,1,bus,50724.93
New York,6,2,flight,218072.44
Paris,8,5,train,618167.32
Tokyo,5,1,bus,62311.76
Singapore,4,8,flight,481248.19
Goa,12,5,train,138083.38
Mumbai,5,8,train,81327.72
Tokyo,9,6,bus,639090.57
Paris,2,4,bus,132201.13
Delhi,6,6,bus,50644.42
Paris,12,7,bus,1094595.15
New York,10,8,bus,880354.31
Tokyo,3,6,train,282082.01
Bali,4,1,bus,35194.65
Bali,6,1,bus,50887.01
Singapore,10,6,bus,515193.1
New York,11,8,train,1122485.72
Manali,7,1,flight,17601.85
Tokyo,9,7,flight,1169005.85
Bali,11,2,bus,180560.12
Paris,7,8,flight,1205988.15
Manali,4,3,bus,19911.74
Paris,6,7,bus,565843.85
Manali,2,3,bus,11459.62
Jaipur,8,3,train,36381.29
Manali,5,1,bus,8081.81
Mumbai,6,8,bus,80710.06
Goa,12,8,bus,186859.35
Tokyo,7,6,train,604856.92
Manali,11,6,flight,161214.3
Bali,4,5,flight,284845.96
Jaipur,5,1,train,7906.06
New York,10,5,train,648062.83
Paris,2,5,train,189856.95
Goa,10,4,bus,80571.93
Jaipur,9,3,bus,34654.5
Bali,7,7,flight,648677.69
Dubai,7,5,bus,258090.68
Dubai,9,2,train,156373.81
Mumbai,8,7,train,107858.83
Tokyo,2,6,train,204332.62
Jaipur,9,8,train,108366.7
Paris,8,4,train,497835.44
Goa,7,3,flight,67808.03
Paris,3,2,bus,88845.08
Mumbai,4,7,train,59287.07
Singapore,4,1,bus,37516.32
Mumbai,4,5,train,42074.41
New York,12,2,bus,255468.21
Manali,7,2,bus,22437.68
Delhi,2,1,bus,5000
Paris,9,2,train,280633.89
Dubai,10,2,flight,228552.41
Delhi,9,5,bus,61783.52
Bali,3,8,flight,351840.21
Manali,2,7,train,31691.11
Tokyo,9,6,flight,1010243.19
Singapore,8,7,bus,493257.49
Manali,12,6,bus,108822.27
Goa,4,1,bus,8580.39
Delhi,4,2,train,13793.53
Delhi,6,6,flight,80361.07
Jaipur,9,7,train,93499.33
Singapore,12,5,flight,804118.42
Tokyo,12,1,train,162755.5
Jaipur,7,2,bus,17951.03
Manali,8,3,train,44066.7
Paris,7,8,bus,761435.72
Paris,12,6,flight,1502151.06
Goa,2,3,train,17445.82
Tokyo,7,3,bus,256520.61
Jaipur,10,8,train,120737.51
Goa,8,1,bus,16239.33
New York,11,6,train,826286.88
Tokyo,10,4,bus,465756.35
Singapore,12,5,flight,808521.15
Bali,11,4,train,422793.51
Mumbai,9,5,flight,118994.92
Tokyo,2,5,train,169758.83
Dubai,12,2,train,204401.04
Paris,9,4,train,565321.66
Jaipur,9,5,train,68343.4
Mumbai,5,5,train,50492.07
Bali,5,1,bus,43808.61
Tokyo,5,7,bus,436109.88
Delhi,6,7,bus,59354.37
Singapore,6,1,train,64101.53
Jaipur,10,5,bus,64042.81
Paris,10,6,bus,788632.21
Jaipur,2,7,bus,21961.11
Jaipur,9,1,bus,11355.99
Manali,4,5,flight,52969.91
Goa,8,4,flight,101725.87
Delhi,6,5,flight,67718.18
Singapore,3,2,bus,59607.51
Mumbai,5,2,train,20623.83
Delhi,9,6,bus,73823.53
Bali,9,2,train,174575.44
Manali,3,6,bus,31506.17
Paris,5,5,flight,545001.24
Dubai,3,2,bus,49112.54
Goa,10,4,train,95100.81
Singapore,7,1,train,73445.73
Paris,3,7,bus,311762.8
Dubai,12,8,flight,1101082.91
Delhi,5,8,flight,92273.7
Paris,7,6,bus,572505.61
Mumbai,9,4,bus,59183.69
Mumbai,12,6,flight,183544.65
Mumbai,7,8,bus,92608.1
Delhi,11,2,flight,46666.94
Tokyo,10,6,bus,708741.72
Mumbai,12,6,bus,115472.25
Paris,6,1,bus,80866.85
Manali,12,3,flight,86463.67
Paris,4,5,train,340662.15
Delhi,10,6,bus,81468.31
Manali,8,1,bus,12679.71
New York,4,2,bus,96087.71
Dubai,11,2,train,184237.99
Manali,7,6,bus,65693.99
Jaipur,11,2,bus,27351.92
Manali,10,2,flight,48955.27
Dubai,10,5,flight,577824.24
Delhi,8,1,train,13138.03
Paris,3,6,train,319846.79
Goa,3,2,flight,21358.39
Tokyo,2,8,train,274822.71
Delhi,6,3,flight,40931.6
Jaipur,3,6,bus,25814.82
Dubai,3,1,train,28953.33
Goa,4,4,train,40312.69
Bali,6,4,train,239741.6
Mumbai,8,4,flight,84498.93
Jaipur,10,5,train,73736.38
Dubai,8,5,train,343394.94
Delhi,8,5,flight,87857.8
Mumbai,3,7,flight,61511.27
Manali,4,3,flight,32092.28
Singapore,5,3,flight,214385.2
Jaipur,2,2,flight,9985.36
Jaipur,6,2,flight,24762.07
Jaipur,3,1,train,5049.75
Jaipur,9,3,bus,34682.33
Delhi,7,6,train,68599.51
Bali,12,5,train,572035.68
Singapore,4,4,train,175921.7
Singapore,12,4,train,480540.12
Manali,8,1,train,14485.77
Tokyo,4,1,bus,51765.29
Bali,6,4,train,236602.01
Manali,4,5,train,39142.07
Mumbai,9,2,flight,46834.88
Manali,12,4,train,85248.2
Manali,9,7,train,113665.26
Jaipur,9,3,bus,34740.93
Singapore,9,7,bus,553427.22
Bali,10,3,bus,242713.98
New York,10,5,flight,852268.04
Singapore,10,5,flight,680958.56
Delhi,11,2,bus,30062.9
Manali,5,3,flight,38896.79
Bali,2,3,bus,60502.54
Bali,8,6,bus,396808.92
Goa,3,5,flight,54632.05
Manali,6,4,flight,60867.44
Dubai,11,6,bus,473607.73
Dubai,5,4,train,178336.44
New York,7,8,bus,624848.37
Tokyo,5,7,flight,684033.11
Delhi,3,3,bus,13923.86
Mumbai,5,8,train,81445.38
Delhi,3,8,flight,58483.81
Jaipur,5,6,bus,39780.2
Mumbai,11,7,bus,126610.57
Singapore,11,8,bus,743411.78
Jaipur,11,2,bus,27981.05
Dubai,10,4,bus,289471.54
Manali,10,3,flight,73891.31
Mumbai,9,4,train,70287.64
Delhi,3,4,flight,29367.8
Paris,7,6,train,666673.85
Goa,2,2,flight,15774.86
Singapore,6,4,bus,216871.94
Jaipur,2,3,bus,9553.39
Jaipur,4,5,train,32121.59
Tokyo,5,3,bus,185150.38
Jaipur,7,5,flight,72144.64
Delhi,4,8,train,54975.76
New York,2,3,flight,130114.89
Paris,3,2,bus,89194.56
Goa,8,2,train,37750.87
Goa,6,6,train,86877.79
Dubai,10,4,train,340032.04
Dubai,9,5,train,383223.45
Jaipur,2,4,train,14748.97
